property_id,title,source_category,city,district,price_double,area_double,bedrooms_int,price_per_sqm,price_per_bedroom,area_per_bedroom,log_price,title_length,price_hint_rent,has_mat_tien,has_so_do,has_hxh,has_view,has_noi_that,is_hem,is_missing_bedroom,is_missing_price,listing_type,listing_confidence,property_type,property_confidence
132077920,cho thuê căn hộ bcons bee - 51m2 - 5tr - ntcb,căn hộ/chung cư,Bình Dương,Thành phố Dĩ An,5000000.0,51.0,2,98039.2156862745,2500000.0,25.5,15.424948670398354,45,1,0,0,0,0,0,0,0,0,CHO_THUE,0.8,Căn hộ chung cư,0.9
132077889,chính chủ cho thuê căn hộ habitat 2pn 2vs cao cấp – sang trọng,căn hộ/chung cư,Bình Dương,Thành phố Thuận An,12900000.0,80.0,2,161250.0,6450000.0,40.0,16.372737946851277,62,1,0,0,0,0,0,0,0,0,CHO_THUE,0.8,Căn hộ chung cư,0.9
131212360,"chủ cần bán gấp lô đất mt đường 19m,đối diện chung cư ldg bình nguyên.",đất,Bình Dương,Thành phố Dĩ An,6100000000.0,100.0,0,61000000.0,0.0,0.0,22.53155460828961,70,0,1,0,0,0,0,0,0,0,BAN,0.8,Căn hộ chung cư,0.9
131911477,nhà 1 trệt 2 lầu mỹ phước 1 cần bán,nhà ở,Bình Dương,Thị xã Bến Cát,3200000000.0,150.0,5,21333333.333333332,640000000.0,30.0,21.886416647064593,35,0,0,0,0,0,0,0,0,0,BAN,0.8,Nhà phố/Nhà riêng,0.85
129465051,nhà trọ 12 m2 an ninh sạch sẽ,phòng trọ,Bình Dương,Thành phố Thuận An,1000000.0,12.0,0,83333.33333333333,0.0,0.0,13.815511557963774,29,1,0,0,0,0,0,0,0,0,CHO_THUE,0.95,Phòng trọ/Nhà trọ,0.9
132042100,💥hiếm cần bán gấp căn 3pn 2wc bcons center giá gốc f0 gđ1 55tr/m2,căn hộ/chung cư,Bình Dương,Thành phố Dĩ An,4730000000.0,86.0,3,55000000.0,1576666666.6666667,28.666666666666668,22.27719103966167,65,0,0,0,0,0,0,0,0,0,BAN,0.8,Căn hộ chung cư,0.9
132077398,cho thuê kho xưởng dĩ an bình dương,"văn phòng, mặt bằng kinh doanh",Bình Dương,Thành phố Dĩ An,8000000.0,150.0,0,53333.333333333336,0.0,0.0,15.894952224644102,35,1,0,0,0,0,0,0,0,0,CHO_THUE,0.8,Sang nhượng/Mặt bằng,0.85
132077287,cho thuê mặt bằng kinh doanh sầm uất mặt tiền đường đt 743 thuận an,"văn phòng, mặt bằng kinh doanh",Bình Dương,Thành phố Thuận An,30000000.0,300.0,0,100000.0,0.0,0.0,17.216707972959764,67,1,1,0,0,0,0,0,0,0,CHO_THUE,0.8,Sang nhượng/Mặt bằng,0.85
131945318,cho thuê chung cư gần đại học ngân hàng - bcons polaris,căn hộ/chung cư,Bình Dương,Thành phố Dĩ An,6000000.0,52.0,2,115384.61538461539,3000000.0,26.0,15.607270193858982,55,1,0,0,0,0,0,0,0,0,CHO_THUE,0.8,Căn hộ chung cư,0.9
127627717,cần bán gấp căn 1phòng ngủ - 1tỷ 250tr - chung cư legacy central,căn hộ/chung cư,Bình Dương,Thành phố Thuận An,1250000000.0,42.0,1,29761904.76190476,1250000000.0,42.0,20.94640938906062,64,0,0,0,0,0,0,0,0,0,BAN,0.8,Căn hộ chung cư,0.9
124853820,"cho thuê căn hộ 1pn + 46m2 giá 3,8tr,có ban công rộng rãi;",căn hộ/chung cư,Bình Dương,Thành phố Dĩ An,3800000.0,46.0,2,82608.69565217392,1900000.0,23.0,15.150511887854474,58,1,0,0,0,0,0,0,0,0,CHO_THUE,0.8,Căn hộ chung cư,0.9
131791066,cần bán nhà 3 tầng sổ riêng,nhà ở,Bình Dương,Thành phố Dĩ An,5100000000.0,60.0,4,85000000.0,1275000000.0,15.0,22.35250637687277,27,0,0,1,0,0,0,0,0,0,BAN,0.8,Nhà phố/Nhà riêng,0.85
129111971,cần bán gấp gần cầu phú long tổng dt 66m,nhà ở,Bình Dương,Thành phố Thuận An,2300000000.0,66.0,2,34848484.84848485,1150000000.0,33.0,21.556174960316298,40,0,0,0,0,0,0,0,0,0,BAN,0.8,Nhà phố/Nhà riêng,0.85
132112851,chính chủ cần cho thuê bcons topaz 2 pn2wc,căn hộ/chung cư,Bình Dương,Thành phố Dĩ An,5500000.0,53.0,2,103773.58490566038,2750000.0,26.5,15.520258832020865,42,1,0,0,0,0,0,0,0,0,CHO_THUE,0.8,Căn hộ chung cư,0.9
131488940,cần tiền chủ đưa giá tốt bán gấp đất mỹ phước 3bến cát bình dương,đất,Bình Dương,Thị xã Bến Cát,1800000000.0,150.0,0,12000000.0,0.0,0.0,21.311052502404085,65,0,0,0,0,0,0,0,0,0,BAN,0.8,Đất nền/Đất dự án,0.8
130326203,cho thuê căn hộ bcons polygon ngay phạm văn đồng giá từ 6 triệu/tháng,căn hộ/chung cư,Bình Dương,Thành phố Dĩ An,5500000.0,54.0,2,101851.85185185185,2750000.0,27.0,15.520258832020865,69,1,0,0,0,0,0,0,0,0,CHO_THUE,0.8,Căn hộ chung cư,0.9
132112642,cho thuê căn hộ the habitat gđ3 mới 100%. 2 pn full nội thất cao cấp,căn hộ/chung cư,Bình Dương,Thành phố Thuận An,12000000.0,79.0,2,151898.7341772152,6000000.0,39.5,16.300417291085605,68,1,0,0,0,0,1,0,0,0,CHO_THUE,0.8,Căn hộ chung cư,0.9
132112611,chính chủ cần bán gấp đất đẹp giá rẻ,đất,Bình Dương,Thành phố Thủ Dầu Một,2250000000.0,186.0,0,12096774.193548387,0.0,0.0,21.534196053607186,36,0,0,0,0,0,0,0,0,0,BAN,0.8,Đất nền/Đất dự án,0.8
132038035,nhỉnh 4 tỷ - nhà nguyễn tri phương 3pn 75m2 - hẻm xe hơi + 2 phòng trọ,nhà ở,Bình Dương,Thành phố Dĩ An,4500000000.0,75.0,3,60000000.0,1500000000.0,25.0,22.227343233944907,70,0,0,0,1,0,0,1,0,0,CHO_THUE,0.8,Phòng trọ/Nhà trọ,0.9
132112545,cho thuê căn hộ the habitat gđ3 mới 100% . 2 pn full nội thất cao cấp,căn hộ/chung cư,Bình Dương,Thành phố Thuận An,11000000.0,79.0,2,139240.50632911394,5500000.0,39.5,16.213405921671733,69,1,0,0,0,0,1,0,0,0,CHO_THUE,0.8,Căn hộ chung cư,0.9
132112517,"bán nhà 2pn mới xây 102,3m2 hẻm xe hơi 6m hẻm 125 nguyễn đức thuận",nhà ở,Bình Dương,Thành phố Thủ Dầu Một,2799000000.0,102.3,2,27360703.812316716,1399500000.0,51.15,21.752528047836996,66,0,0,0,1,0,0,1,0,0,BAN,0.8,Nhà phố/Nhà riêng,0.85
132112383,"bán nhà mới xây 61,5m2 1 trệt 1 lầu hẻm xe hơi 7m đ bình chuẩn 17",nhà ở,Bình Dương,Thành phố Thuận An,2670000000.0,61.5,2,43414634.146341465,1335000000.0,30.75,21.7053443097331,65,0,0,0,1,0,0,1,0,0,BAN,0.8,Nhà phố/Nhà riêng,0.85
132112349,chính chủ cho thuê căn hộ gần làng đại học,căn hộ/chung cư,Bình Dương,Thành phố Dĩ An,6000000.0,55.0,2,109090.90909090909,3000000.0,27.5,15.607270193858982,42,1,0,0,0,0,0,0,0,0,CHO_THUE,0.8,Căn hộ chung cư,0.9
131947322,cho thuê căn nhà 6 phòng ngủ 1 phòng khách 1 bếp đường nhưa,"văn phòng, mặt bằng kinh doanh",Bình Dương,Thành phố Dĩ An,17000000.0,144.0,0,118055.55555555556,0.0,0.0,16.648723960844016,59,1,0,0,0,0,0,0,0,0,CHO_THUE,0.8,Sang nhượng/Mặt bằng,0.85
130326081,cho thuê căn hộ charm city ngay vincom dĩ an. giá từ 5 triệu/tháng,căn hộ/chung cư,Bình Dương,Thành phố Dĩ An,5000000.0,50.0,1,100000.0,5000000.0,50.0,15.424948670398354,66,1,0,0,0,0,0,0,0,0,CHO_THUE,0.8,Căn hộ chung cư,0.9
130647666,bán cặp nhà trọ 387m2 shr 17 phòng 2 kiot đưong xe hơi bình chuẩn 17,nhà ở,Bình Dương,Thành phố Thuận An,5500000000.0,387.0,11,14211886.30490956,500000000.0,35.18181818181818,22.428013929366653,68,0,0,1,0,0,0,0,0,0,CHO_THUE,0.8,Sang nhượng/Mặt bằng,0.85
130646649,bán nhà vườn 366m2 có nhà cấp 4 sổ riêng đừong xe hơi hưng định 11,nhà ở,Bình Dương,Thành phố Thuận An,6500000000.0,366.0,2,17759562.841530055,3250000000.0,183.0,22.59506801400185,66,0,0,1,0,0,0,0,0,0,BAN,0.8,Nhà phố/Nhà riêng,0.85
132112245,nhà cho thuê,nhà ở,Bình Dương,Thành phố Thủ Dầu Một,3500000.0,90.0,1,38888.88888888889,3500000.0,90.0,15.068273812173887,12,1,0,0,0,0,0,0,0,0,CHO_THUE,0.8,Nhà phố/Nhà riêng,0.85
131392210,sang nhượng 1.360m2 đất vườn có 810m2 thổ cư ở trung tâm tp phan thiết,đất,Bình Thuận,Thành phố Phan Thiết,9300000000.0,1360.0,0,6838235.294117647,0.0,0.0,22.95328023721315,70,0,0,0,0,0,0,0,0,0,SANG_NHUONG,0.85,Sang nhượng/Mặt bằng,0.9
132112521,cho thuê đất,đất,Bình Thuận,Huyện Hàm Tân,20000000.0,26000.0,0,769.2307692307693,0.0,0.0,16.811242881518265,12,1,0,0,0,0,0,0,0,0,CHO_THUE,0.8,Đất nền/Đất dự án,0.8
132077944,"cho thuê nhà mặt tiền nguyên căn quy nhơn (diện tích 50m2, đường rộng)",nhà ở,Bình Định,Thành phố Qui Nhơn,4000000.0,50.0,1,80000.0,4000000.0,50.0,15.201805169084134,70,1,1,0,0,0,0,0,0,0,CHO_THUE,0.8,Nhà phố/Nhà riêng,0.85
131528424,🏡 cc cần cho thuê khu biệt thự sinh thái viglacera hoàn sơn 💥,nhà ở,Bắc Ninh,Huyện Tiên Du,30000000.0,600.0,4,50000.0,7500000.0,150.0,17.216707972959764,61,1,0,0,0,0,0,0,0,0,CHO_THUE,0.8,Biệt thự/Villa,0.9
132078976,cần bán đất ở,đất,Bến Tre,Huyện Mỏ Cày Nam,520000000.0,161.0,0,3229813.664596273,0.0,0.0,20.069339371462824,13,0,0,0,0,0,0,0,0,0,BAN,0.8,Đất nền/Đất dự án,0.8
132113861,"cho thuê nhà:
trệt 2 lầu mới đẹp
- có nội thất -",nhà ở,Cần Thơ,Quận Cái Răng,10000000.0,100.0,3,100000.0,3333333.3333333335,33.333333333333336,16.118095750958314,48,1,0,0,0,0,1,0,0,0,CHO_THUE,0.8,Nhà phố/Nhà riêng,0.85
132113005,🌻cho thuê nhà trệt lầu sân thượng mặt tiền đường đoàn thị điểm,nhà ở,Cần Thơ,Quận Ninh Kiều,8000000.0,43.0,2,186046.51162790696,4000000.0,21.5,15.894952224644102,62,1,1,0,0,0,0,0,0,0,CHO_THUE,0.8,Nhà phố/Nhà riêng,0.85
131318248,cho thuê nhà trung tâm chợ mít nài cần thơ,"văn phòng, mặt bằng kinh doanh",Cần Thơ,Quận Ninh Kiều,7000000.0,225.0,0,31111.11111111111,0.0,0.0,15.76142084987672,42,1,0,0,0,0,0,0,0,0,CHO_THUE,0.8,Sang nhượng/Mặt bằng,0.85
131381966,cho thuê lô số 2 nhà trung tam ninh kiều,"văn phòng, mặt bằng kinh doanh",Cần Thơ,Quận Ninh Kiều,5000000.0,40.0,0,125000.0,0.0,0.0,15.424948670398354,40,1,0,0,0,0,0,0,0,0,CHO_THUE,0.8,Sang nhượng/Mặt bằng,0.85
132112861,bán nhà mặt đường phạm văn đồng,nhà ở,Gia Lai,Thành phố Pleiku,5200000000.0,140.0,2,37142857.14285714,2600000000.0,70.0,22.3719244627261,31,0,0,0,0,0,0,0,0,0,BAN,0.8,Nhà phố/Nhà riêng,0.85
131136908,"cho thuê phòng tại tương mai- hoàng mai , nguyễn an ninh",phòng trọ,Hà Nội,Quận Hoàng Mai,3500000.0,30.0,0,116666.66666666667,0.0,0.0,15.068273812173887,56,1,0,0,0,0,0,0,0,0,CHO_THUE,0.95,Phòng trọ/Nhà trọ,0.9
130575433,"hót bán nhà - ccmm - mặt đường giáp bát, hoàng mai - 194m đất- siêu rẻ",nhà ở,Hà Nội,Quận Hoàng Mai,26800000000.0,194.0,11,138144329.8969072,2436363636.3636365,17.636363636363637,24.011667724500537,70,0,0,0,0,0,0,0,0,0,BAN,0.8,Nhà phố/Nhà riêng,0.85
131787721,phòng trọ bình dân giá rẻ trong làng phú mỹ,phòng trọ,Hà Nội,Quận Nam Từ Liêm,2700000.0,25.0,0,108000.0,0.0,0.0,14.80876270134486,43,1,0,0,0,0,0,0,0,0,CHO_THUE,0.95,Phòng trọ/Nhà trọ,0.9
131705180,chính chủ cần bán căn nhà 5 tầng hồ tùng mậu nhỉnh 8 tỷ,nhà ở,Hà Nội,Quận Cầu Giấy,8100000000.0,30.0,4,270000000.0,2025000000.0,7.5,22.81512989874826,55,0,0,0,0,0,0,0,0,0,BAN,0.8,Nhà phố/Nhà riêng,0.85
131927009,🔥cho thuê phòng trọ nam từ liêm🔥,phòng trọ,Hà Nội,Quận Nam Từ Liêm,3600000.0,20.0,0,180000.0,0.0,0.0,15.096444681204078,32,1,0,0,0,0,0,0,0,0,CHO_THUE,0.95,Phòng trọ/Nhà trọ,0.9
129833401,cho thuê phòng trọ phú đô - nam từ liêm,phòng trọ,Hà Nội,Quận Nam Từ Liêm,2200000.0,15.0,0,146666.66666666666,0.0,0.0,14.603968372873895,39,1,0,0,0,0,0,0,0,0,CHO_THUE,0.95,Phòng trọ/Nhà trọ,0.9
131874603,🏘️bán nhà phố chu huy mân - 106m2 - sát vinhomes - chỉ 12.x tỷ💰💰,nhà ở,Hà Nội,Quận Long Biên,12200000000.0,106.0,4,115094339.6226415,3050000000.0,26.5,23.22470178876759,64,0,0,0,0,0,0,0,0,0,BAN,0.8,Nhà phố/Nhà riêng,0.85
132077416,cho thuê nhà đầy đủ tiện ích phố hàng vôi,nhà ở,Hà Nội,Quận Hoàn Kiếm,11500000.0,75.0,2,153333.33333333334,5750000.0,37.5,16.257857680289998,41,1,0,0,0,0,0,0,0,0,CHO_THUE,0.8,Nhà phố/Nhà riêng,0.85
131093161,"đất full thổ cư, sẵn nhà 2 tầng đang cho thuê, 66m uy nỗ đông anh",đất,Hà Nội,Huyện Đông Anh,11000000000.0,66.0,0,166666666.66666666,0.0,0.0,23.12116110983569,65,0,0,0,0,0,0,0,0,0,CHO_THUE,0.8,Nhà phố/Nhà riêng,0.85
132078276,phòng trọ khép kín 25m2 đầy đủ nội thất điều hoà nóng lạnh,phòng trọ,Hà Nội,Quận Bắc Từ Liêm,2500000.0,25.0,0,100000.0,0.0,0.0,14.731801689838349,58,1,0,0,0,0,1,0,0,0,CHO_THUE,0.95,Phòng trọ/Nhà trọ,0.9
131536890,🚀  bán nhà lô 2 phố hồng tiến - 6 tầng thang máy - gara 7 chỗ 🚀,nhà ở,Hà Nội,Quận Long Biên,14500000000.0,50.0,3,290000000.0,4833333333.333333,16.666666666666668,23.397414486441907,63,0,0,0,0,0,0,0,0,0,BAN,0.8,Nhà phố/Nhà riêng,0.85
132077901,🏡 phòng đẹp 68 tân triều - thang máy - xe miễn phí ​,phòng trọ,Hà Nội,Huyện Thanh Trì,3200000.0,18.0,0,177777.77777777778,0.0,0.0,14.978661680269907,52,1,0,0,0,0,0,0,0,0,CHO_THUE,0.95,Phòng trọ/Nhà trọ,0.9
132077781,🏠 cho thuê phòng trọ khép kín 45m2,phòng trọ,Hà Nội,Quận Long Biên,4500000.0,45.0,0,100000.0,0.0,0.0,15.319588176962746,34,1,0,0,0,0,0,0,0,0,CHO_THUE,0.95,Phòng trọ/Nhà trọ,0.9
131527006,"cc cần bán đất đa tốn-gia lâm, dt:45m2,mt=hậu: 5m2, ôtô 7chỗ vào đất",đất,Hà Nội,Huyện Gia Lâm,3600000000.0,45.0,0,80000000.0,0.0,0.0,22.004199682686252,68,0,1,0,0,0,0,0,0,0,BAN,0.8,Đất nền/Đất dự án,0.8
132077741,"cho thuê nhà khu đất dịch vụ vạn phúc, hà đông, hà nội","văn phòng, mặt bằng kinh doanh",Hà Nội,Quận Hà Đông,7000000.0,50.0,0,140000.0,0.0,0.0,15.76142084987672,54,1,0,0,0,0,0,0,0,0,CHO_THUE,0.8,Sang nhượng/Mặt bằng,0.85
130970939,chính chủ bán nhà 5 tầng,nhà ở,Hà Nội,Quận Long Biên,9100000000.0,42.0,5,216666666.66666666,1820000000.0,8.4,22.931540250579104,24,0,0,0,0,0,0,0,0,0,BAN,0.8,Nhà phố/Nhà riêng,0.85
131674227,bán nhà phố phùng hưng - hoàn kiếm hà nội,nhà ở,Hà Nội,Quận Hoàn Kiếm,4500000000.0,55.0,3,81818181.81818181,1500000000.0,18.333333333333332,22.227343233944907,41,0,0,0,0,0,0,0,0,0,BAN,0.8,Nhà phố/Nhà riêng,0.85
132077454,cho thuê trọ nhà mới tinh full đồ cần chuyển vào luôn tháng 5 tới,nhà ở,Hà Nội,Quận Hà Đông,3000000.0,17.0,1,176470.58823529413,3000000.0,17.0,14.914123179965662,65,1,0,0,0,0,1,0,0,0,CHO_THUE,0.8,Nhà phố/Nhà riêng,0.85
131130260,nhà mới ngay hàm nghi - nguyễn cơ thạch full đồ dịch vụ rẻ ở ngay,phòng trọ,Hà Nội,Quận Nam Từ Liêm,3500000.0,25.0,0,140000.0,0.0,0.0,15.068273812173887,65,1,0,0,0,0,1,0,0,0,CHO_THUE,0.95,Phòng trọ/Nhà trọ,0.9
132113791,"bán nhà xuân đỉnh6 tầng mới xây, lô góc, thang máy, mặt tiền rộng",nhà ở,Hà Nội,Quận Bắc Từ Liêm,10000000000.0,36.0,3,277777777.7777778,3333333333.3333335,12.0,23.025850930040455,65,0,1,0,0,0,0,0,0,0,BAN,0.8,Nhà phố/Nhà riêng,0.85
132113739,"bán nhà xuân đỉnh - 5 tầng, thang máy, nở hậu, ô tô lùi sát nhà",nhà ở,Hà Nội,Quận Bắc Từ Liêm,8100000000.0,33.0,3,245454545.45454547,2700000000.0,11.0,22.81512989874826,63,0,0,0,0,0,0,0,0,0,BAN,0.8,Nhà phố/Nhà riêng,0.85
131050808,"chính chủ bán nhà 6 tầng x 51,9m2 , ngõ 206 cổ linh ( 353 bát khối )",nhà ở,Hà Nội,Quận Long Biên,14000000000.0,51.9,7,269749518.3044316,2000000000.0,7.414285714285714,23.362323166633097,68,0,0,0,0,0,0,0,0,0,BAN,0.8,Nhà phố/Nhà riêng,0.85
131703123,"chính chủ bán nhà 35m2 x 6 tầng số 23c phố mai phúc , thanh máy",nhà ở,Hà Nội,Quận Long Biên,9280000000.0,35.0,3,265142857.14285713,3093333333.3333335,11.666666666666666,22.951127383852278,63,0,0,0,0,0,0,0,0,0,BAN,0.8,Nhà phố/Nhà riêng,0.85
132037791,"cho thuê phòng tại ngõ 61 bằng liệt a ,hoàng liệt, hà nội",phòng trọ,Hà Nội,Quận Hoàng Mai,2300000.0,25.0,0,92000.0,0.0,0.0,14.648420115681892,57,1,0,0,0,0,0,0,0,0,CHO_THUE,0.95,Phòng trọ/Nhà trọ,0.9
132113464,🔥 bán nhà phố đàm quang trung - 70m2 x 7 tầng thang máy - gara 2 ô tô,nhà ở,Hà Nội,Quận Long Biên,16800000000.0,70.0,4,240000000.0,4200000000.0,17.5,23.54464472341515,69,0,0,0,0,0,0,0,0,0,BAN,0.8,Nhà phố/Nhà riêng,0.85
132113426,"""bán nhà đại la - lô góc 3 thoáng -  41m² - nhỉnh 10 tỷ",nhà ở,Hà Nội,Quận Hoàng Mai,10400000000.0,41.0,6,253658536.58536586,1733333333.3333333,6.833333333333333,23.065071643189892,55,0,0,0,0,0,0,0,0,0,BAN,0.8,Nhà phố/Nhà riêng,0.85
132113271,phòng khép kín giá rẻ (chính chủ),phòng trọ,Hà Nội,Quận Tây Hồ,3000000.0,18.0,0,166666.66666666666,0.0,0.0,14.914123179965662,33,1,0,0,0,0,0,0,0,0,CHO_THUE,0.95,Phòng trọ/Nhà trọ,0.9
131111441,"nhà mới ngay tô hiệu - hà trì, ô tô đỗ cửa gần khu tập thể an ninh tốt",phòng trọ,Hà Nội,Quận Hà Đông,3800000.0,25.0,0,152000.0,0.0,0.0,15.150511887854474,70,1,0,0,0,0,0,0,0,0,CHO_THUE,0.95,Phòng trọ/Nhà trọ,0.9
132113160,phòng trọ giá rẻ (chính chủ),phòng trọ,Hà Nội,Huyện Thanh Trì,2000000.0,16.0,0,125000.0,0.0,0.0,14.508658238524095,28,1,0,0,0,0,0,0,0,0,CHO_THUE,0.95,Phòng trọ/Nhà trọ,0.9
131910743,"chính chủ cho thuê mặt bằng kinh doanh, lô góc mp lạc long quân","văn phòng, mặt bằng kinh doanh",Hà Nội,Quận Tây Hồ,30000000.0,110.0,0,272727.2727272727,0.0,0.0,17.216707972959764,63,1,0,0,0,0,0,0,0,0,CHO_THUE,0.8,Sang nhượng/Mặt bằng,0.85
132096256,bán nhà tố hữu kéo dài,nhà ở,Hà Nội,Quận Nam Từ Liêm,7099000000.0,45.5,4,156021978.02197802,1774750000.0,11.375,22.683219766144525,22,0,0,0,0,0,0,0,0,0,BAN,0.8,Nhà phố/Nhà riêng,0.85
131902703,"phòng khép kín / gác xép 17m2 chính chủ ở thụy phương, bắc từ liêm",phòng trọ,Hà Nội,Quận Bắc Từ Liêm,1000000.0,17.0,0,58823.529411764706,0.0,0.0,13.815511557963774,66,1,0,0,0,0,0,0,0,0,CHO_THUE,0.95,Phòng trọ/Nhà trọ,0.9
132112687,"cho thuê nhà ngõ 219 định công thượng , 35m , 4 tầng , 3 phòng ngủ !",nhà ở,Hà Nội,Quận Hoàng Mai,11000000.0,35.0,3,314285.71428571426,3666666.6666666665,11.666666666666666,16.213405921671733,68,1,0,0,0,0,0,0,0,0,CHO_THUE,0.8,Nhà phố/Nhà riêng,0.85
132108217,bán nhà chuyển căn lớn hơn,căn hộ/chung cư,Hà Nội,Quận Long Biên,4350000000.0,69.3,2,62770562.770562775,2175000000.0,34.65,22.193441682276887,26,0,0,0,0,0,0,0,0,0,BAN,0.8,Căn hộ chung cư,0.9
130681611,cho thuê phòng trọ,phòng trọ,Hà Nội,Quận Hoàng Mai,3200000.0,25.0,0,128000.0,0.0,0.0,14.978661680269907,18,1,0,0,0,0,0,0,0,0,CHO_THUE,0.95,Phòng trọ/Nhà trọ,0.9
